id,en,fr,es
dashboard.becauseNoted,Because you noted: ,Parce que vous avez noté : ,
dashboard.newTipDaily,New tip each day · {n} matched,Nouveau conseil chaque jour · {n} trouvés,
dashboard.matchedToPassport,Matched to the passport,Basé sur le passeport,
dashboard.doIt,Do it,Allons-y,
dashboard.open,Open,Ouvrir,
dashboard.pillWarn,Worth doing soon,À faire bientôt,
dashboard.pillTodo,Good next step,Bonne prochaine étape,
dashboard.pillInfo,Nice to have,Optionnel,
dashboard.caughtUp,You're all caught up ✦,Vous êtes à jour ✦,
dashboard.nothingUrgent,Nothing urgent on the list right now.,Rien d'urgent sur la liste pour le moment.,
dashboard.moreBelow,{n} more below,{n} de plus ci-dessous,
dashboard.kpiFocus,Focus areas,Domaines prioritaires,
dashboard.kpiWins,Wins this month,Victoires ce mois-ci,
dashboard.kpiDocs,Documents,Documents,
dashboard.kpiWaitlists,Waitlists,Listes d'attente,
dashboard.waitlistsJoined,Waitlists joined,Listes d'attente rejointes,
dashboard.waitlistsStatus,Waitlists · {status},Listes d'attente · {status},
dashboard.fundingApproved,Funding approved,Financement approuvé,
dashboard.programsActive1,{n} program active,{n} programme actif,
dashboard.programsActiveN,{n} programs active,{n} programmes actifs,
dashboard.supportWheel,Support wheel,Roue de soutien,
dashboard.wheelTitleNamed,{name}'s support wheel,Roue de soutien {of}{name},
dashboard.fullWheel,Full wheel →,Roue complète →,
dashboard.needsBtn,Support needs,Besoins de soutien,
dashboard.strengthsBtn,Strengths,Forces,
dashboard.captionNeeds,Fuller petals mean <strong>more support</strong> is helpful — tap one for detail.,Des pétales plus pleins signifient que <strong>plus de soutien</strong> est utile — touchez-en un pour le détail.,
dashboard.captionStrengths,Fuller petals mean <strong>stronger</strong> areas — tap one for detail.,Des pétales plus pleins signifient des domaines <strong>plus forts</strong> — touchez-en un pour le détail.,
dashboard.legDefault,1 ring = minimal · 5 rings = intensive,1 anneau = minimal · 5 anneaux = intensif,
dashboard.legNeeds,1 ring = minimal support · 5 rings = intensive support,1 anneau = soutien minimal · 5 anneaux = soutien intensif,
dashboard.legStrengths,1 ring = emerging · 5 rings = shining,1 anneau = émergent · 5 anneaux = éclatant,
dashboard.disclaimerTitle,Preliminary profile — not a diagnosis.,Profil préliminaire — pas un diagnostic.,
dashboard.disclaimerBody,"Generated from your passport answers. Confidence reflects how many related questions you've completed. For any concerns, speak with a qualified professional.","Généré à partir de vos réponses au passeport. La confiance reflète le nombre de questions liées complétées. Pour toute inquiétude, parlez-en à un professionnel qualifié.",
dashboard.mostSupport,Most support,Plus de soutien,
dashboard.goingStrong,Going strong,En pleine forme,
dashboard.notEnoughData,Not enough data,Données insuffisantes,
dashboard.supportLevel,Support level,Niveau de soutien,
dashboard.strengthsLabel,Strengths,Forces,
dashboard.confidence,Confidence,Confiance,
dashboard.confHigh,High,Élevée,
dashboard.confMedium,Medium,Moyenne,
dashboard.confLow,Low,Faible,
dashboard.confNone,No data,Aucune donnée,
dashboard.ofQuestions,{a} of {t} related questions,{a} sur {t} questions liées,
dashboard.addMorePassport,Add more in the passport to build this part of the profile.,Ajoutez-en plus dans le passeport pour bâtir cette partie du profil.,
dashboard.fullDetail,Full detail →,Détail complet →,
dashboard.wheelEmpty,"Fill in more of the passport (communication, sensory, behaviour, daily living) to generate {of}{name}'s support wheel.","Remplissez davantage le passeport (communication, sensoriel, comportement, vie quotidienne) pour générer la roue de soutien {of}{name}.",
dashboard.yourChild,your child,votre enfant,
dashboard.continuePassportArrow,Continue passport →,Continuer le passeport →,
dashboard.wheelWarn,<strong>Wheel is {p}% complete</strong> — {a} of {t} contributing questions answered.,<strong>La roue est complète à {p} %</strong> — {a} sur {t} questions contributives répondues.,
dashboard.lowerConf, Lower confidence in: {list}., Confiance plus faible dans : {list}.,
dashboard.completeMore,Complete more →,Complétez-en plus →,
dashboard.secCommunication,Communication,Communication,
dashboard.secSensory,Sensory,Sensoriel,
dashboard.secDaily,Daily living,Vie quotidienne,
dashboard.secBehaviour,Behaviour,Comportement,
dashboard.secEducation,School,École,
dashboard.secBirth,Development,Développement,
dashboard.secTherapy,Services,Services,
dashboard.secGoals,Goals,Objectifs,
dashboard.recentReports,Recent reports,Rapports récents,
dashboard.viewAll,View all →,Tout voir →,
dashboard.uploadedOn,Uploaded {date},Téléversé le {date},
dashboard.docsEmpty,No documents yet. Upload a report to get started.,Aucun document pour l'instant. Téléversez un rapport pour commencer.,
dashboard.uploadDoc,Upload document,Téléverser un document,
dashboard.openVault,Open vault,Ouvrir le coffre,
dashboard.recentActivity,Recent activity,Activité récente,
dashboard.activityEmpty,"Your recent uploads, edits and applications will appear here.","Vos téléversements, modifications et demandes récents apparaîtront ici.",
dashboard.thisWeek,This week,Cette semaine,
dashboard.openGrowth,Open growth →,Ouvrir l'évolution →,
dashboard.winsThisWeek1,win this week,victoire cette semaine,
dashboard.winsThisWeekN,wins this week,victoires cette semaine,
dashboard.winsNone,wins logged this week — tiny ones count,victoire enregistrée cette semaine — les petites comptent aussi,
dashboard.streak,✦ {n} weeks in a row with a win,✦ {n} semaines de suite avec une victoire,
dashboard.winsEmpty,No wins yet — the first one is a win itself.,Pas encore de victoires — la première en est une en soi.,
dashboard.justNow,just now,à l'instant,
dashboard.addMoment,Add a moment,Ajouter un moment,
dashboard.allWins,All wins,Toutes les victoires,
dashboard.winsAria,Wins over the last 7 days,Victoires des 7 derniers jours,
dashboard.nextSteps,Next steps,Prochaines étapes,
dashboard.personalized,Personalized,Personnalisé,
dashboard.basedOnProfile,Based on this profile — the list updates as you go.,Basé sur ce profil — la liste s'ajuste au fur et à mesure.,
dashboard.basedOnNamed,Based on {of}{name}'s profile — the list updates as you go.,Basé sur le profil {of}{name} — la liste s'ajuste au fur et à mesure.,
dashboard.stepsEmpty,All caught up — check back after your next passport update.,Tout est à jour — revenez après votre prochaine mise à jour du passeport.,
dashboard.fundingOverview,Funding overview,Aperçu du financement,
dashboard.openNavigator,Open navigator →,Ouvrir le navigateur →,
dashboard.programsAvailable,Programs available,Programmes disponibles,
dashboard.potentialFunding,Potential funding,Financement potentiel,
dashboard.applicationsStarted,Applications started,Demandes commencées,
dashboard.submittedLabel,Submitted,Soumises,
dashboard.nextWorkshop,Next workshop,Prochain atelier,
dashboard.allWorkshops,All workshops →,Tous les ateliers →,
dashboard.register,Register,S'inscrire,
dashboard.online,Online,En ligne,
dashboard.noWorkshops,No upcoming workshops scheduled.,Aucun atelier à venir pour le moment.,
dashboard.exploreProfile,Explore the profile,Explorer le profil,
dashboard.exploreNamed,Explore {of}{name}'s profile,Explorer le profil {of}{name},
dashboard.exOverview,Overview,Aperçu,
dashboard.exJourney,Journey,Parcours,
dashboard.exWheel,Wheel,Roue,
dashboard.exGrowth,Growth,Évolution,
dashboard.exRecords,Records,Dossiers,
dashboard.winNoPassport,Create the passport first — then wins have a home.,Créez d'abord le passeport — les victoires auront ensuite leur place.,
dashboard.winSavedNamed,Saved — {name} is on a roll.,Enregistré — {name} est sur une lancée.,
dashboard.winSavedNice,Saved — nice one.,Enregistré — bien joué.,
dashboard.winFail,Couldn't save just now — try again in a moment.,Impossible d'enregistrer pour l'instant — réessayez dans un moment.,
documents.pillReady,Ready,Prêt,
documents.pillSoon,Coming soon,À venir,
documents.vault_ribTitle,The Vault,Le coffre,
documents.vault_ribDesc,"Reports, evaluations and letters — stored privately in Canada, uploaded once, never dug for again.","Rapports, évaluations et lettres — conservés en privé au Canada, téléversés une fois, plus jamais besoin de fouiller.",
documents.vault_dropBold,Drop a file here,Déposez un fichier ici,
documents.vault_dropRest,or click to choose,ou cliquez pour choisir,
documents.vault_dropSub,"PDF, Word, photos · up to 10 MB · only you can see it","PDF, Word, photos · jusqu'à 10 Mo · vous seul pouvez le voir",
documents.vault_uploadBtn,Upload,Téléverser,
documents.vault_cancel,Cancel,Annuler,
documents.vault_searchPh,Search documents…,Rechercher des documents…,
documents.vault_loading,Loading…,Chargement…,
documents.cats.All,All,Tous,
documents.cats.Evaluation,Evaluation,Évaluation,
documents.cats.Medical,Medical,Médical,
documents.cats.School,School,École,
documents.cats.Funding,Funding,Financement,
documents.cats.Therapy,Therapy,Thérapie,
documents.cats.Other,Other,Autre,
documents.vault_filesStoredOne,file stored,fichier stocké,
documents.vault_filesStoredMany,files stored,fichiers stockés,
documents.vault_statCategories,categories,catégories,
documents.vault_latestUpload,latest upload,dernier téléversement,
documents.vault_noMatch,Nothing matches — try another filter or search.,Aucun résultat — essayez un autre filtre ou une autre recherche.,
documents.vault_empty,"The vault is empty. Upload the first document above — a report, a letter, anything you never want to dig for again.","Le coffre est vide. Téléversez le premier document ci-dessus — un rapport, une lettre, tout ce que vous ne voulez plus jamais avoir à fouiller.",
documents.vault_docFallback,Document,Document,
documents.vault_download,Download,Télécharger,
documents.vault_delete,Delete,Supprimer,
documents.vault_dlFail,Couldn't create a download link — try again.,Impossible de créer un lien de téléchargement — réessayez.,
documents.vault_confirmDelete,Delete this document? This cannot be undone.,Supprimer ce document? Cette action est irréversible.,
documents.vault_limitWarn,The free vault holds {n} files — monthly plans are unlimited.,Le coffre gratuit contient {n} fichiers — les forfaits mensuels sont illimités.,
documents.vault_fullTitle,The vault is full ✦,Le coffre est plein ✦,
documents.vault_fullBody,Free includes {n} documents. Upgrade for an unlimited vault — nothing you've stored is ever lost.,L'offre gratuite comprend {n} documents. Passez à un forfait pour un coffre illimité — rien de ce que vous avez conservé n'est jamais perdu.,
documents.vault_seePlans,See the plans,Voir les forfaits,
documents.vault_tooBig,That file is over 10 MB — try a smaller version.,Ce fichier dépasse 10 Mo — essayez une version plus petite.,
documents.vault_uploading,Uploading…,Téléversement…,
documents.vault_savedOk,"""{name}"" is safe in the vault ✓",« {name} » est en sécurité dans le coffre ✓,
documents.vault_errSetup,Storage isn't set up yet — run documents_setup.sql in Supabase (ask Claude for the steps).,Le stockage n'est pas encore configuré — exécutez documents_setup.sql dans Supabase (demandez les étapes à Claude).,
documents.vault_errUpload,Upload failed — check your connection and try again.,Échec du téléversement — vérifiez votre connexion et réessayez.,
documents.vault_setupNote,<strong>One-time setup needed:</strong> the documents table and storage bucket don't exist yet in Supabase. Open <strong>documents_setup.sql</strong> in the project folder and follow the three steps inside (about 3 minutes) — then this page comes alive.,<strong>Configuration unique requise :</strong> la table des documents et le bucket de stockage n'existent pas encore dans Supabase. Ouvrez <strong>documents_setup.sql</strong> dans le dossier du projet et suivez les trois étapes à l'intérieur (environ 3 minutes) — cette page prendra alors vie.,
